https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,19,140,0,1,0,1,2,0.1425,0.63984375,0.1425,0.1425,0.1425,0.50859375,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,19,140,0,1,0,2,2,0.1425,0.63984375,0.1425,0.1425,0.1425,0.50859375,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,50,150,0,1,0,1,2,0.42,0.595,0.0,0.0,0.0,0.79,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,50,150,0,1,0,2,2,0.42,0.595,0.0,0.0,0.0,0.79,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,3,242,0,1,0,1,2,0.0,0.91875,0.0,0.0,0.0,0.91875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,3,242,0,1,0,2,2,0.0,0.91875,0.0,0.0,0.0,0.91875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,3,77,0,1,0,1,2,0.175,0.875,0.175,0.175,0.175,0.7,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,3,77,0,1,0,2,2,0.175,0.875,0.175,0.175,0.175,0.7,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,5,161,0,1,0,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,5,161,0,1,0,2,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,190,0,1,0,1,2,0.3333333333333333,0.6494444444444445,0.0,0.16666666666666666,0.0,0.6908333333333333,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,190,0,1,0,2,2,0.3333333333333333,0.6494444444444445,0.0,0.16666666666666666,0.0,0.6908333333333333,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,69,0,1,0,1,2,0.4,0.4,0.2,0.2,0.0,0.0,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,69,0,1,0,2,2,0.4,0.4,0.2,0.2,0.0,0.0,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,164,0,1,0,1,2,0.1455,0.515,0.1455,0.0,0.1455,0.2725,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,164,0,1,0,2,2,0.1455,0.515,0.1455,0.0,0.1455,0.2725,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,0,132,0,1,0,1,2,0.0,0.91875,0.0,0.0,0.0,0.91875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,0,132,0,1,0,2,2,0.0,0.91875,0.0,0.0,0.0,0.91875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,55,0,1,0,1,2,0.0,0.525,0.0,0.0,0.0,0.525,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,55,0,1,0,2,2,0.0,0.525,0.0,0.0,0.0,0.525,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,22,143,0,1,1,1,2,0.0,0.39375,0.0,0.0,0.0,0.39375,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,22,143,0,1,1,2,2,0.0,0.39375,0.0,0.0,0.0,0.39375,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,61,0,1,0,1,2,0.35,0.9508333333333333,0.175,0.175,0.0,0.6008333333333333,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,61,0,1,0,2,2,0.35,0.9508333333333333,0.175,0.175,0.0,0.6008333333333333,0
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,46,0,1,0,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,46,0,1,0,2,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,58,0,1,0,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,58,0,1,0,2,2,0.0,1.0,0.0,0.0,0.0,1.0,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,82,0,1,0,1,2,0.0,0.525,0.0,0.0,0.0,0.525,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,82,0,1,0,2,2,0.0,0.525,0.0,0.0,0.0,0.525,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,97,0,1,0,1,2,0.0,0.8875,0.0,0.0,0.0,0.8875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,97,0,1,0,2,2,0.0,0.8875,0.0,0.0,0.0,0.8875,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,124,0,1,0,1,2,0.62,0.54,0.20666666666666667,0.41333333333333333,0.41333333333333333,0.46,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,124,0,1,0,2,2,0.62,0.54,0.20666666666666667,0.41333333333333333,0.41333333333333333,0.46,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,0,80,0,1,0,1,2,1.0,0.0,0.525,0.525,0.525,-1.0,-1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,0,80,0,1,0,2,2,1.0,0.0,0.525,0.525,0.525,-1.0,-1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,56,0,1,0,1,2,0.0,0.65625,0.0,0.0,0.0,0.65625,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,2,56,0,1,0,2,2,0.0,0.65625,0.0,0.0,0.0,0.65625,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,82,0,1,0,1,2,0.0,0.575,0.0,0.0,0.0,0.575,1
https://www.youtube.com/watch?v=iFYWrDMfVNo,37.656,1700,27,1,82,0,1,0,2,2,0.0,0.575,0.0,0.0,0.0,0.575,1
